MON,CSE-25,---,X,C25-B-101,ML,AI,C25-A-113,UHV,C25-A-113,CC|SPM|NLP|CV,X,---,X,---,X,---,X,X
TUE,CSE-25,---,X,C25-A-007,HSE,UHV,C25-A-112(L),AD,C25-A-112(L),AD(L),AD(L),---,X,---,X,---,X,X
WED,CSE-25,---,X,C25-B-108,ML,CC|SPM|NLP|CV,C25-A-115,AI,C25-A-115,HSE,X,---,X,---,X,---,X,X
THU,CSE-25,---,X,C25-B-110,HSE,ML,C25-A-206,CC|SPM|NLP|CV,C25-A-206,UHV,AI,---,X,---,X,---,X,X
FRI,CSE-25,C25-A-011,ML,C25-A-202(L),AI(L),AI(L),---,X,---,X,X,---,X,---,X,---,X,X
,,,,,,,,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2,ROOM5,2-3,ROOM6,3.15-4.15,ROOM7,4.15-5.15,5.15-6.15
MON,CSE-26,C25-A-301,ML,C25-A-212(L),AI(L),AI(L),C25-A-201,CC|SPM|NLP|CV,C25-A-201,HSE,X,---,X,---,X,---,X,X
TUE,CSE-26,C25-B-108,CC|SPM|NLP|CV,C25-B-108,ML,AI,C25-B-207,UHV,---,X,X,---,X,---,X,---,X,X
WED,CSE-26,---,X,---,X,HSE,C25-A-204(L),AD,C25-A-204(L),AD(L),AD(L),---,X,---,X,---,X,X
THU,CSE-26,---,X,C25-B-119,AI,ML,C25-A-207,UHV,C25-A-207,CC|SPM|NLP|CV,X,---,X,---,X,---,X,X
FRI,CSE-26,---,X,C25-B-108,HSE,ML,C25-A-209,UHV,C25-A-209,AI,X,---,X,---,X,---,X,X
,,,,,,,,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2,ROOM5,2-3,ROOM6,3.15-4.15,ROOM7,4.15-5.15,5.15-6.15
MON,CSE-27,---,X,C25-B-106,AI,ML,C25-A-206,UHV,C25-A-206,CC|SPM|NLP|CV,X,---,X,---,X,---,X,X
TUE,CSE-27,---,X,---,X,HSE,C25-B-208,ML,C25-A-202(L),AI(L),AI(L),---,X,---,X,---,X,X
WED,CSE-27,---,X,C25-B-110,CC|SPM|NLP|CV,AI,C25-A-211,UHV,C25-A-211,HSE,X,---,X,---,X,---,X,X
THU,CSE-27,C25-A-104(L),AD,C25-A-104(L),AD(L),AD(L),C25-A-208,ML,C25-A-208,CC|SPM|NLP|CV,X,---,X,---,X,---,X,X
FRI,CSE-27,---,X,C25-B-109,HSE,ML,C25-A-210,UHV,C25-A-210,AI,X,---,X,---,X,---,X,X
,,,,,,,,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2,ROOM5,2-3,ROOM6,3.15-4.15,ROOM7,4.15-5.15,5.15-6.15
MON,CSE-28,C25-B-207,CC|SPM|NLP|CV,C25-B-207,ML,AI,C25-B-207,UHV,---,X,X,---,X,---,X,---,X,X
TUE,CSE-28,---,X,C25-B-110,CC|SPM|NLP|CV,UHV,C25-A-107,ML,C25-A-107,HSE,X,---,X,---,X,---,X,X
WED,CSE-28,---,X,C25-A-202(L),AI(L),AI(L),C25-A-213,AI,C25-A-213,HSE,X,---,X,---,X,---,X,X
THU,CSE-28,---,X,C25-B-201,CC|SPM|NLP|CV,AI,C25-A-209,UHV,C25-A-209,ML,X,---,X,---,X,---,X,X
FRI,CSE-28,---,X,C25-B-110,HSE,ML,C25-A-202(L),AD,C25-A-202(L),AD(L),AD(L),---,X,---,X,---,X,X
,,,,,,,,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2,ROOM5,2-3,ROOM6,3.15-4.15,ROOM7,4.15-5.15,5.15-6.15
MON,CSE-29,---,X,---,X,HSE,C25-A-112(L),AD,C25-A-112(L),AD(L),AD(L),---,X,---,X,---,X,X
TUE,CSE-29,---,X,C25-B-119,ML,AI,C25-A-211,UHV,C25-A-211,HSE,X,---,X,---,X,---,X,X
WED,CSE-29,---,X,C25-B-119,ML,UHV,C25-B-310,CC|SPM|NLP|CV,---,X,X,---,X,---,X,---,X,X
THU,CSE-29,C25-A-010,ML,C25-A-112(L),AI(L),AI(L),C25-A-210,CC|SPM|NLP|CV,C25-A-210,AI,X,---,X,---,X,---,X,X
