MON,CSE-27,C25-A-207,EE,C25-A-207,CN,SE,---,X,---,X,X,---,X,---,X,---,X,X
TUE,CSE-27,---,X,C25-A-103(L),DAA(L),DAA(L),C25-A-206,DAA,C25-A-206,EE,X,---,X,C25-A-110,SE,C25-A-110,CN,X
WED,CSE-27,---,X,C25-A-306,CN,DAA,---,X,---,X,X,---,X,---,X,---,X,X
THU,CSE-27,C25-A-115,SE,C25-A-102(L),CN(L),CN(L),---,X,---,X,X,---,X,---,X,---,X,X
FRI,CSE-27,C25-A-210,DAA,C25-A-210,SE,EE,---,X,---,X,X,---,X,---,X,---,X,X
,,,,,,,,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2,ROOM5,2-3,ROOM6,3.15-4.15,ROOM7,4.15-5.15,5.15-6.15
MON,CSE-28,C25-A-208,CN,C25-A-208,EE,SE,---,X,---,X,X,---,X,---,X,---,X,X
TUE,CSE-28,---,X,C25-A-207,DAA,SE,C25-A-207,CN,C25-A-302(L),DAA(L),DAA(L),---,X,---,X,---,X,X
WED,CSE-28,C25-A-307,EE,C25-A-307,CN,SE,---,X,---,X,X,---,X,---,X,---,X,X
THU,CSE-28,C25-A-308,EE,C25-A-308,DAA,SE,---,X,---,X,X,---,X,---,X,---,X,X
FRI,CSE-28,C25-A-216,DAA,C25-A-212(L),CN(L),CN(L),---,X,---,X,X,---,X,---,X,---,X,X
,,,,,,,,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2,ROOM5,2-3,ROOM6,3.15-4.15,ROOM7,4.15-5.15,5.15-6.15
MON,CSE-29,C25-A-314,SE,C25-A-304(L),CN(L),CN(L),---,X,---,X,X,---,X,---,X,---,X,X
TUE,CSE-29,---,X,C25-A-104(L),DAA(L),DAA(L),C25-A-208,CN,C25-A-208,SE,X,---,X,C25-A-111,EE,C25-A-111,DAA,X
WED,CSE-29,C25-A-308,DAA,C25-A-308,SE,EE,---,X,---,X,X,---,X,---,X,---,X,X
THU,CSE-29,---,X,C25-A-309,CN,DAA,---,X,---,X,X,---,X,---,X,---,X,X
FRI,CSE-29,C25-A-211,EE,C25-A-211,SE,CN,---,X,---,X,X,---,X,---,X,---,X,X
,,,,,,,,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2,ROOM5,2-3,ROOM6,3.15-4.15,ROOM7,4.15-5.15,5.15-6.15
MON,CSE-30,C25-A-315,SE,C25-A-312(L),CN(L),CN(L),---,X,---,X,X,---,X,---,X,---,X,X
TUE,CSE-30,---,X,C25-A-202(L),DAA(L),DAA(L),C25-A-209,DAA,C25-A-209,EE,X,---,X,C25-A-113,CN,C25-A-113,SE,X
WED,CSE-30,C25-A-309,CN,C25-A-309,SE,X,---,X,---,X,X,---,X,---,X,---,X,X
THU,CSE-30,C25-B-017,CN,C25-B-017,EE,DAA,---,X,---,X,X,---,X,---,X,---,X,X
FRI,CSE-30,C25-A-213,DAA,C25-A-213,EE,SE,---,X,---,X,X,---,X,---,X,---,X,X
,,,,,,,,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2,ROOM5,2-3,ROOM6,3.15-4.15,ROOM7,4.15-5.15,5.15-6.15
MON,CSE-31,C25-B-309,SE,C25-B-102(L),DAA(L),DAA(L),---,X,---,X,X,---,X,---,X,---,X,X
TUE,CSE-31,---,X,C25-A-308,CN,SE,C25-A-308,DAA,C25-A-303(L),CN(L),CN(L),---,X,---,X,---,X,X
WED,CSE-31,C25-A-310,CN,C25-A-310,EE,SE,---,X,---,X,X,---,X,---,X,---,X,X
