Roll Number,Section,,,,,,
23052373,DOS_CS-12,,,,,,
23052479,DOS_CS-12,,,,,,
23052491,DOS_CS-12,,,,,,
23052539,DOS_CS-12,,,,,,
23052588,DOS_CS-12,,,,,,
23052707,DOS_CS-12,,,,,,
23052724,DOS_CS-12,,,,,,
23052810,DOS_CS-12,,,,,,
23052814,DOS_CS-12,,,,,,
23052837,DOS_CS-12,,,,,,
23052903,DOS_CS-12,,,,,,
23052957,DOS_CS-12,,,,,,
23053041,DOS_CS-12,,,,,,
23053114,DOS_CS-12,,,,,,
23053115,DOS_CS-12,,,,,,
23053231,DOS_CS-12,,,,,,
23053264,DOS_CS-12,,,,,,
23053285,DOS_CS-12,,,,,,
23053286,DOS_CS-12,,,,,,
23053444,DOS_CS-12,,,,,,
23053458,DOS_CS-12,,,,,,
23053480,DOS_CS-12,,,,,,
23053521,DOS_CS-12,,,,,,
23053528,DOS_CS-12,,,,,,
23053758,DOS_CS-12,,,,,,
23053791,DOS_CS-12,,,,,,
23053846,DOS_CS-12,,,,,,
23053872,DOS_CS-12,,,,,,
24057073,DOS_CS-12,,,,,,
24057088,DOS_CS-12,,,,,,
2305048,DOS_CS-13,,,,,,
2305064,DOS_CS-13,,,,,,
2305097,DOS_CS-13,,,,,,
2305135,DOS_CS-13,,,,,,
2305155,DOS_CS-13,,,,,,
2305172,DOS_CS-13,,,,,,
2305185,DOS_CS-13,,,,,,
2305194,DOS_CS-13,,,,,,
2305201,DOS_CS-13,,,,,,
2305458,DOS_CS-13,,,,,,
2305586,DOS_CS-13,,,,,,
2305646,DOS_CS-13,,,,,,
2305720,DOS_CS-13,,,,,,
2305723,DOS_CS-13,,,,,,
2305742,DOS_CS-13,,,,,,
2305776,DOS_CS-13,,,,,,
2305816,DOS_CS-13,,,,,,
2305883,DOS_CS-13,,,,,,
2305921,DOS_CS-13,,,,,,
2305969,DOS_CS-13,,,,,,
2305974,DOS_CS-13,,,,,,
23051058,DOS_CS-13,,,,,,
23051113,DOS_CS-13,,,,,,
23051151,DOS_CS-13,,,,,,
23051180,DOS_CS-13,,,,,,
23051203,DOS_CS-13,,,,,,
23051329,DOS_CS-13,,,,,,
23051409,DOS_CS-13,,,,,,
23051439,DOS_CS-13,,,,,,
23051451,DOS_CS-13,,,,,,
23051468,DOS_CS-13,,,,,,
23051613,DOS_CS-13,,,,,,
23051614,DOS_CS-13,,,,,,
23051648,DOS_CS-13,,,,,,
23051661,DOS_CS-13,,,,,,
23051750,DOS_CS-13,,,,,,
23051794,DOS_CS-13,,,,,,
23051847,DOS_CS-13,,,,,,
23051957,DOS_CS-13,,,,,,
23052024,DOS_CS-13,,,,,,
23052036,DOS_CS-13,,,,,,
23052104,DOS_CS-13,,,,,,
23052201,DOS_CS-13,,,,,,
23052247,DOS_CS-13,,,,,,
23052323,DOS_CS-13,,,,,,
23052343,DOS_CS-13,,,,,,
23052379,DOS_CS-13,,,,,,
23052381,DOS_CS-13,,,,,,
23052425,DOS_CS-13,,,,,,
23052490,DOS_CS-13,,,,,,
23052516,DOS_CS-13,,,,,,
23052700,DOS_CS-13,,,,,,
23052744,DOS_CS-13,,,,,,
23052746,DOS_CS-13,,,,,,
23052747,DOS_CS-13,,,,,,
23052772,DOS_CS-13,,,,,,
23052794,DOS_CS-13,,,,,,
23052846,DOS_CS-13,,,,,,
23052873,DOS_CS-13,,,,,,
23052898,DOS_CS-13,,,,,,
23052964,DOS_CS-13,,,,,,
23052991,DOS_CS-13,,,,,,
23052995,DOS_CS-13,,,,,,
23053019,DOS_CS-13,,,,,,
23053058,DOS_CS-13,,,,,,
23053070,DOS_CS-13,,,,,,
23053091,DOS_CS-13,,,,,,
23053265,DOS_CS-13,,,,,,
23053396,DOS_CS-13,,,,,,
23053416,DOS_CS-13,,,,,,
23053417,DOS_CS-13,,,,,,
23053435,DOS_CS-13,,,,,,
23053473,DOS_CS-13,,,,,,
23053495,DOS_CS-13,,,,,,
24057021,DOS_CS-13,,,,,,
24057023,DOS_CS-13,,,,,,
24057050,DOS_CS-13,,,,,,
24057058,DOS_CS-13,,,,,,
2305029,DOS_CS-14,,,,,,
2305036,DOS_CS-14,,,,,,
2305075,DOS_CS-14,,,,,,
2305100,DOS_CS-14,,,,,,
2305103,DOS_CS-14,,,,,,
2305198,DOS_CS-14,,,,,,
2305218,DOS_CS-14,,,,,,
2305245,DOS_CS-14,,,,,,
2305250,DOS_CS-14,,,,,,
2305261,DOS_CS-14,,,,,,
2305262,DOS_CS-14,,,,,,
2305395,DOS_CS-14,,,,,,
2305471,DOS_CS-14,,,,,,
2305676,DOS_CS-14,,,,,,
2305717,DOS_CS-14,,,,,,
2305749,DOS_CS-14,,,,,,
2305872,DOS_CS-14,,,,,,
2305886,DOS_CS-14,,,,,,
23051005,DOS_CS-14,,,,,,
23051010,DOS_CS-14,,,,,,
23051025,DOS_CS-14,,,,,,
23051294,DOS_CS-14,,,,,,
23051320,DOS_CS-14,,,,,,
23051362,DOS_CS-14,,,,,,
23051373,DOS_CS-14,,,,,,
23051395,DOS_CS-14,,,,,,
23051418,DOS_CS-14,,,,,,
23051569,DOS_CS-14,,,,,,
23051719,DOS_CS-14,,,,,,
23051752,DOS_CS-14,,,,,,
23051762,DOS_CS-14,,,,,,
23051819,DOS_CS-14,,,,,,
23051842,DOS_CS-14,,,,,,
23051941,DOS_CS-14,,,,,,
23051963,DOS_CS-14,,,,,,
23052023,DOS_CS-14,,,,,,
23052027,DOS_CS-14,,,,,,
23052046,DOS_CS-14,,,,,,
23052069,DOS_CS-14,,,,,,
23052074,DOS_CS-14,,,,,,
23052088,DOS_CS-14,,,,,,
23052130,DOS_CS-14,,,,,,
23052332,DOS_CS-14,,,,,,
23052363,DOS_CS-14,,,,,,
23052394,DOS_CS-14,,,,,,
23052463,DOS_CS-14,,,,,,
23052482,DOS_CS-14,,,,,,
23052487,DOS_CS-14,,,,,,
23052541,DOS_CS-14,,,,,,
23052563,DOS_CS-14,,,,,,
23052627,DOS_CS-14,,,,,,
23052652,DOS_CS-14,,,,,,
23052760,DOS_CS-14,,,,,,
23052936,DOS_CS-14,,,,,,
23052990,DOS_CS-14,,,,,,
23053011,DOS_CS-14,,,,,,
23053014,DOS_CS-14,,,,,,
23053066,DOS_CS-14,,,,,,
23053068,DOS_CS-14,,,,,,
23053102,DOS_CS-14,,,,,,
23053116,DOS_CS-14,,,,,,
23053132,DOS_CS-14,,,,,,
23053144,DOS_CS-14,,,,,,
23053145,DOS_CS-14,,,,,,
23053150,DOS_CS-14,,,,,,
23053165,DOS_CS-14,,,,,,
23053169,DOS_CS-14,,,,,,
23053270,DOS_CS-14,,,,,,
23053311,DOS_CS-14,,,,,,
23053408,DOS_CS-14,,,,,,
23053447,DOS_CS-14,,,,,,
23053467,DOS_CS-14,,,,,,
23053485,DOS_CS-14,,,,,,
23053494,DOS_CS-14,,,,,,
23053499,DOS_CS-14,,,,,,
23053568,DOS_CS-14,,,,,,
23053600,DOS_CS-14,,,,,,
23053891,DOS_CS-14,,,,,,
2305049,DOS_CS-15,,,,,,
2305107,DOS_CS-15,,,,,,
2305279,DOS_CS-15,,,,,,
2305340,DOS_CS-15,,,,,,
2305380,DOS_CS-15,,,,,,
2305421,DOS_CS-15,,,,,,
2305508,DOS_CS-15,,,,,,
2305513,DOS_CS-15,,,,,,
2305515,DOS_CS-15,,,,,,
2305520,DOS_CS-15,,,,,,
2305529,DOS_CS-15,,,,,,
2305570,DOS_CS-15,,,,,,
2305577,DOS_CS-15,,,,,,
2305605,DOS_CS-15,,,,,,
2305636,DOS_CS-15,,,,,,
2305892,DOS_CS-15,,,,,,
2305977,DOS_CS-15,,,,,,
23051060,DOS_CS-15,,,,,,
23051217,DOS_CS-15,,,,,,
23051226,DOS_CS-15,,,,,,
23051247,DOS_CS-15,,,,,,
23051319,DOS_CS-15,,,,,,
23051334,DOS_CS-15,,,,,,
23051410,DOS_CS-15,,,,,,
23051483,DOS_CS-15,,,,,,
23051487,DOS_CS-15,,,,,,
23051488,DOS_CS-15,,,,,,
23051489,DOS_CS-15,,,,,,
23051494,DOS_CS-15,,,,,,
23051622,DOS_CS-15,,,,,,
23051679,DOS_CS-15,,,,,,
23051748,DOS_CS-15,,,,,,
23051798,DOS_CS-15,,,,,,
23051803,DOS_CS-15,,,,,,
23051880,DOS_CS-15,,,,,,
23051888,DOS_CS-15,,,,,,
23051898,DOS_CS-15,,,,,,
23051899,DOS_CS-15,,,,,,
23052031,DOS_CS-15,,,,,,
23052221,DOS_CS-15,,,,,,
23052225,DOS_CS-15,,,,,,
23052280,DOS_CS-15,,,,,,
23052324,DOS_CS-15,,,,,,
23052335,DOS_CS-15,,,,,,
23052348,DOS_CS-15,,,,,,
23052390,DOS_CS-15,,,,,,
23052473,DOS_CS-15,,,,,,
23052599,DOS_CS-15,,,,,,
23052603,DOS_CS-15,,,,,,
23052715,DOS_CS-15,,,,,,
23052788,DOS_CS-15,,,,,,
23052791,DOS_CS-15,,,,,,
23052802,DOS_CS-15,,,,,,
23052851,DOS_CS-15,,,,,,
23052855,DOS_CS-15,,,,,,
23052923,DOS_CS-15,,,,,,
23052948,DOS_CS-15,,,,,,
23053107,DOS_CS-15,,,,,,
23053127,DOS_CS-15,,,,,,
23053160,DOS_CS-15,,,,,,
23053247,DOS_CS-15,,,,,,
23053250,DOS_CS-15,,,,,,
23053282,DOS_CS-15,,,,,,
23053345,DOS_CS-15,,,,,,
23053383,DOS_CS-15,,,,,,
23053404,DOS_CS-15,,,,,,
23053453,DOS_CS-15,,,,,,
23053518,DOS_CS-15,,,,,,
23053599,DOS_CS-15,,,,,,
23053601,DOS_CS-15,,,,,,
23053602,DOS_CS-15,,,,,,
23053661,DOS_CS-15,,,,,,
23053735,DOS_CS-15,,,,,,
23053778,DOS_CS-15,,,,,,
23053839,DOS_CS-15,,,,,,
23053877,DOS_CS-15,,,,,,
24057003,DOS_CS-15,,,,,,
2305015,DOS_CS-16,,,,,,
2305143,DOS_CS-16,,,,,,
2305170,DOS_CS-16,,,,,,
2305337,DOS_CS-16,,,,,,
2305379,DOS_CS-16,,,,,,
2305490,DOS_CS-16,,,,,,
2305688,DOS_CS-16,,,,,,
2305694,DOS_CS-16,,,,,,
2305713,DOS_CS-16,,,,,,
2305743,DOS_CS-16,,,,,,
2305751,DOS_CS-16,,,,,,
2305795,DOS_CS-16,,,,,,
2305801,DOS_CS-16,,,,,,
2305802,DOS_CS-16,,,,,,
2305807,DOS_CS-16,,,,,,
2305820,DOS_CS-16,,,,,,
2305868,DOS_CS-16,,,,,,
2305878,DOS_CS-16,,,,,,
2305935,DOS_CS-16,,,,,,
23051022,DOS_CS-16,,,,,,
23051198,DOS_CS-16,,,,,,
23051223,DOS_CS-16,,,,,,
23051282,DOS_CS-16,,,,,,
23051306,DOS_CS-16,,,,,,
23051324,DOS_CS-16,,,,,,
23051346,DOS_CS-16,,,,,,
23051452,DOS_CS-16,,,,,,
23051555,DOS_CS-16,,,,,,
23051649,DOS_CS-16,,,,,,
23051654,DOS_CS-16,,,,,,
23051673,DOS_CS-16,,,,,,
23051690,DOS_CS-16,,,,,,
23051710,DOS_CS-16,,,,,,
23051718,DOS_CS-16,,,,,,
23051744,DOS_CS-16,,,,,,
23051826,DOS_CS-16,,,,,,
23051915,DOS_CS-16,,,,,,
23051916,DOS_CS-16,,,,,,
23052033,DOS_CS-16,,,,,,
23052131,DOS_CS-16,,,,,,
23052188,DOS_CS-16,,,,,,
23052211,DOS_CS-16,,,,,,
23052212,DOS_CS-16,,,,,,
23052254,DOS_CS-16,,,,,,
23052261,DOS_CS-16,,,,,,
23052470,DOS_CS-16,,,,,,
23052502,DOS_CS-16,,,,,,
23052618,DOS_CS-16,,,,,,
23052651,DOS_CS-16,,,,,,
23052686,DOS_CS-16,,,,,,
23052688,DOS_CS-16,,,,,,
23052734,DOS_CS-16,,,,,,
23052750,DOS_CS-16,,,,,,
23052764,DOS_CS-16,,,,,,
23052780,DOS_CS-16,,,,,,
23052783,DOS_CS-16,,,,,,
23052817,DOS_CS-16,,,,,,
23052901,DOS_CS-16,,,,,,
23052906,DOS_CS-16,,,,,,
23052914,DOS_CS-16,,,,,,
23052929,DOS_CS-16,,,,,,
23052996,DOS_CS-16,,,,,,
23053030,DOS_CS-16,,,,,,
23053049,DOS_CS-16,,,,,,
23053075,DOS_CS-16,,,,,,
23053224,DOS_CS-16,,,,,,
23053320,DOS_CS-16,,,,,,
23053322,DOS_CS-16,,,,,,
23053325,DOS_CS-16,,,,,,
23053329,DOS_CS-16,,,,,,
23053360,DOS_CS-16,,,,,,
23053366,DOS_CS-16,,,,,,
23053389,DOS_CS-16,,,,,,
23053460,DOS_CS-16,,,,,,
23053604,DOS_CS-16,,,,,,
23053659,DOS_CS-16,,,,,,
23053705,DOS_CS-16,,,,,,
2305028,DOS_CS-17,,,,,,
2305127,DOS_CS-17,,,,,,
2305176,DOS_CS-17,,,,,,
2305193,DOS_CS-17,,,,,,
2305206,DOS_CS-17,,,,,,
2305211,DOS_CS-17,,,,,,
2305219,DOS_CS-17,,,,,,
2305228,DOS_CS-17,,,,,,
2305287,DOS_CS-17,,,,,,
2305288,DOS_CS-17,,,,,,
2305348,DOS_CS-17,,,,,,
2305389,DOS_CS-17,,,,,,
2305390,DOS_CS-17,,,,,,
2305438,DOS_CS-17,,,,,,
2305540,DOS_CS-17,,,,,,
2305560,DOS_CS-17,,,,,,
2305576,DOS_CS-17,,,,,,
2305581,DOS_CS-17,,,,,,
2305648,DOS_CS-17,,,,,,
2305780,DOS_CS-17,,,,,,
23051077,DOS_CS-17,,,,,,
23051132,DOS_CS-17,,,,,,
23051182,DOS_CS-17,,,,,,
23051330,DOS_CS-17,,,,,,
23051360,DOS_CS-17,,,,,,
23051383,DOS_CS-17,,,,,,
23051421,DOS_CS-17,,,,,,
23051476,DOS_CS-17,,,,,,
23051493,DOS_CS-17,,,,,,
23051552,DOS_CS-17,,,,,,
23051591,DOS_CS-17,,,,,,
23051604,DOS_CS-17,,,,,,
23051652,DOS_CS-17,,,,,,
23051684,DOS_CS-17,,,,,,
23051780,DOS_CS-17,,,,,,
23051811,DOS_CS-17,,,,,,
23051865,DOS_CS-17,,,,,,
23051896,DOS_CS-17,,,,,,
23051908,DOS_CS-17,,,,,,
23051966,DOS_CS-17,,,,,,
23052035,DOS_CS-17,,,,,,
23052114,DOS_CS-17,,,,,,
23052156,DOS_CS-17,,,,,,
23052230,DOS_CS-17,,,,,,
23052233,DOS_CS-17,,,,,,
23052288,DOS_CS-17,,,,,,
23052294,DOS_CS-17,,,,,,
23052321,DOS_CS-17,,,,,,
23052333,DOS_CS-17,,,,,,
23052336,DOS_CS-17,,,,,,
23052537,DOS_CS-17,,,,,,
23052723,DOS_CS-17,,,,,,
23052755,DOS_CS-17,,,,,,
23052765,DOS_CS-17,,,,,,
23052793,DOS_CS-17,,,,,,
23052797,DOS_CS-17,,,,,,
23052816,DOS_CS-17,,,,,,
23052900,DOS_CS-17,,,,,,
23052916,DOS_CS-17,,,,,,
23052994,DOS_CS-17,,,,,,
23053078,DOS_CS-17,,,,,,
23053089,DOS_CS-17,,,,,,
23053185,DOS_CS-17,,,,,,
23053238,DOS_CS-17,,,,,,
23053248,DOS_CS-17,,,,,,
23053305,DOS_CS-17,,,,,,
23053566,DOS_CS-17,,,,,,
23053623,DOS_CS-17,,,,,,
23053641,DOS_CS-17,,,,,,
23053760,DOS_CS-17,,,,,,
23053774,DOS_CS-17,,,,,,
23053837,DOS_CS-17,,,,,,
24057002,DOS_CS-17,,,,,,
24057019,DOS_CS-17,,,,,,
24057054,DOS_CS-17,,,,,,
24057071,DOS_CS-17,,,,,,
24057105,DOS_CS-17,,,,,,
2305040,DOS_CS-18,,,,,,
2305153,DOS_CS-18,,,,,,
2305186,DOS_CS-18,,,,,,
2305200,DOS_CS-18,,,,,,
2305229,DOS_CS-18,,,,,,
2305241,DOS_CS-18,,,,,,
2305335,DOS_CS-18,,,,,,
2305351,DOS_CS-18,,,,,,
2305373,DOS_CS-18,,,,,,
2305482,DOS_CS-18,,,,,,
2305578,DOS_CS-18,,,,,,
2305621,DOS_CS-18,,,,,,
2305637,DOS_CS-18,,,,,,
2305803,DOS_CS-18,,,,,,
2305867,DOS_CS-18,,,,,,
2305871,DOS_CS-18,,,,,,
2305900,DOS_CS-18,,,,,,
2305901,DOS_CS-18,,,,,,
2305915,DOS_CS-18,,,,,,
23051066,DOS_CS-18,,,,,,
23051074,DOS_CS-18,,,,,,
23051099,DOS_CS-18,,,,,,
23051105,DOS_CS-18,,,,,,
23051184,DOS_CS-18,,,,,,
23051204,DOS_CS-18,,,,,,
23051420,DOS_CS-18,,,,,,
23051422,DOS_CS-18,,,,,,
23051497,DOS_CS-18,,,,,,
23051551,DOS_CS-18,,,,,,
23051619,DOS_CS-18,,,,,,
23051688,DOS_CS-18,,,,,,
23051691,DOS_CS-18,,,,,,
23051791,DOS_CS-18,,,,,,
23051844,DOS_CS-18,,,,,,
23051900,DOS_CS-18,,,,,,
23051901,DOS_CS-18,,,,,,
23051921,DOS_CS-18,,,,,,
23051940,DOS_CS-18,,,,,,
23051964,DOS_CS-18,,,,,,
23051994,DOS_CS-18,,,,,,
23052081,DOS_CS-18,,,,,,
23052106,DOS_CS-18,,,,,,
23052194,DOS_CS-18,,,,,,
23052226,DOS_CS-18,,,,,,
23052257,DOS_CS-18,,,,,,
23052265,DOS_CS-18,,,,,,
23052275,DOS_CS-18,,,,,,
23052306,DOS_CS-18,,,,,,
23052342,DOS_CS-18,,,,,,
23052410,DOS_CS-18,,,,,,
23052499,DOS_CS-18,,,,,,
23052554,DOS_CS-18,,,,,,
23052644,DOS_CS-18,,,,,,
23052966,DOS_CS-18,,,,,,
23052982,DOS_CS-18,,,,,,
23053093,DOS_CS-18,,,,,,
23053170,DOS_CS-18,,,,,,
23053245,DOS_CS-18,,,,,,
23053348,DOS_CS-18,,,,,,
23053351,DOS_CS-18,,,,,,
23053386,DOS_CS-18,,,,,,
23053409,DOS_CS-18,,,,,,
23053445,DOS_CS-18,,,,,,
23053456,DOS_CS-18,,,,,,
23053651,DOS_CS-18,,,,,,
23053652,DOS_CS-18,,,,,,
23053653,DOS_CS-18,,,,,,
23053668,DOS_CS-18,,,,,,
23053742,DOS_CS-18,,,,,,
23053755,DOS_CS-18,,,,,,
23053775,DOS_CS-18,,,,,,
23053824,DOS_CS-18,,,,,,
23053844,DOS_CS-18,,,,,,
23053947,DOS_CS-18,,,,,,
24057074,DOS_CS-18,,,,,,
24057112,DOS_CS-18,,,,,,
2305020,DOS_CS-19,,,,,,
2305054,DOS_CS-19,,,,,,
2305101,DOS_CS-19,,,,,,
2305114,DOS_CS-19,,,,,,
2305142,DOS_CS-19,,,,,,
2305165,DOS_CS-19,,,,,,
2305191,DOS_CS-19,,,,,,
2305203,DOS_CS-19,,,,,,
2305347,DOS_CS-19,,,,,,
2305682,DOS_CS-19,,,,,,
2305704,DOS_CS-19,,,,,,
2305718,DOS_CS-19,,,,,,
2305722,DOS_CS-19,,,,,,
2305724,DOS_CS-19,,,,,,
2305822,DOS_CS-19,,,,,,
2305957,DOS_CS-19,,,,,,
2305960,DOS_CS-19,,,,,,
2305993,DOS_CS-19,,,,,,
23051009,DOS_CS-19,,,,,,
23051051,DOS_CS-19,,,,,,
23051213,DOS_CS-19,,,,,,
23051265,DOS_CS-19,,,,,,
23051275,DOS_CS-19,,,,,,
23051309,DOS_CS-19,,,,,,
23051313,DOS_CS-19,,,,,,
23051314,DOS_CS-19,,,,,,
23051374,DOS_CS-19,,,,,,
23051425,DOS_CS-19,,,,,,
23051438,DOS_CS-19,,,,,,
23051440,DOS_CS-19,,,,,,
23051441,DOS_CS-19,,,,,,
23051454,DOS_CS-19,,,,,,
23051502,DOS_CS-19,,,,,,
23051509,DOS_CS-19,,,,,,
23051512,DOS_CS-19,,,,,,
23051520,DOS_CS-19,,,,,,
23051522,DOS_CS-19,,,,,,
23051561,DOS_CS-19,,,,,,
23051596,DOS_CS-19,,,,,,
23051675,DOS_CS-19,,,,,,
23051678,DOS_CS-19,,,,,,
23051795,DOS_CS-19,,,,,,
23051887,DOS_CS-19,,,,,,
23051914,DOS_CS-19,,,,,,
23052018,DOS_CS-19,,,,,,
23052043,DOS_CS-19,,,,,,
23052109,DOS_CS-19,,,,,,
23052244,DOS_CS-19,,,,,,
23052331,DOS_CS-19,,,,,,
23052364,DOS_CS-19,,,,,,
23052377,DOS_CS-19,,,,,,
23052930,DOS_CS-19,,,,,,
23052953,DOS_CS-19,,,,,,
23053136,DOS_CS-19,,,,,,
23053156,DOS_CS-19,,,,,,
23053203,DOS_CS-19,,,,,,
23053221,DOS_CS-19,,,,,,
23053327,DOS_CS-19,,,,,,
23053339,DOS_CS-19,,,,,,
23053349,DOS_CS-19,,,,,,
23053363,DOS_CS-19,,,,,,
23053558,DOS_CS-19,,,,,,
23053579,DOS_CS-19,,,,,,
23053624,DOS_CS-19,,,,,,
23053711,DOS_CS-19,,,,,,
23053801,DOS_CS-19,,,,,,
23053819,DOS_CS-19,,,,,,
23053931,DOS_CS-19,,,,,,
24057011,DOS_CS-19,,,,,,
24057013,DOS_CS-19,,,,,,
24057018,DOS_CS-19,,,,,,
24057042,DOS_CS-19,,,,,,
24057047,DOS_CS-19,,,,,,
24057052,DOS_CS-19,,,,,,
24057090,DOS_CS-19,,,,,,
24057093,DOS_CS-19,,,,,,
2305005,DOS_CS-20,,,,,,
2305027,DOS_CS-20,,,,,,
2305050,DOS_CS-20,,,,,,
2305115,DOS_CS-20,,,,,,
2305117,DOS_CS-20,,,,,,
2305149,DOS_CS-20,,,,,,
2305235,DOS_CS-20,,,,,,
2305258,DOS_CS-20,,,,,,
2305307,DOS_CS-20,,,,,,
2305487,DOS_CS-20,,,,,,
2305584,DOS_CS-20,,,,,,
2305622,DOS_CS-20,,,,,,
2305707,DOS_CS-20,,,,,,
2305734,DOS_CS-20,,,,,,
2305826,DOS_CS-20,,,,,,
2305830,DOS_CS-20,,,,,,
21052185,DOS_CS-20,,,,,,
23051076,DOS_CS-20,,,,,,
23051095,DOS_CS-20,,,,,,
23051097,DOS_CS-20,,,,,,
23051109,DOS_CS-20,,,,,,
23051120,DOS_CS-20,,,,,,
23051289,DOS_CS-20,,,,,,
23051356,DOS_CS-20,,,,,,
23051490,DOS_CS-20,,,,,,
23051518,DOS_CS-20,,,,,,
23051562,DOS_CS-20,,,,,,
23051603,DOS_CS-20,,,,,,
23051617,DOS_CS-20,,,,,,
23051618,DOS_CS-20,,,,,,
23051657,DOS_CS-20,,,,,,
23051680,DOS_CS-20,,,,,,
23051708,DOS_CS-20,,,,,,
23051783,DOS_CS-20,,,,,,
23051806,DOS_CS-20,,,,,,
23051814,DOS_CS-20,,,,,,
23051851,DOS_CS-20,,,,,,
23051854,DOS_CS-20,,,,,,
23051861,DOS_CS-20,,,,,,
23051872,DOS_CS-20,,,,,,
23051875,DOS_CS-20,,,,,,
23051897,DOS_CS-20,,,,,,
23051930,DOS_CS-20,,,,,,
23052029,DOS_CS-20,,,,,,
23052205,DOS_CS-20,,,,,,
23052240,DOS_CS-20,,,,,,
23052287,DOS_CS-20,,,,,,
23052551,DOS_CS-20,,,,,,
23052684,DOS_CS-20,,,,,,
23052695,DOS_CS-20,,,,,,
23052721,DOS_CS-20,,,,,,
23052827,DOS_CS-20,,,,,,
23052832,DOS_CS-20,,,,,,
23053036,DOS_CS-20,,,,,,
23053094,DOS_CS-20,,,,,,
23053173,DOS_CS-20,,,,,,
23053184,DOS_CS-20,,,,,,
23053222,DOS_CS-20,,,,,,
23053223,DOS_CS-20,,,,,,
23053229,DOS_CS-20,,,,,,
23053230,DOS_CS-20,,,,,,
23053256,DOS_CS-20,,,,,,
23053257,DOS_CS-20,,,,,,
23053273,DOS_CS-20,,,,,,
23053280,DOS_CS-20,,,,,,
23053324,DOS_CS-20,,,,,,
23053412,DOS_CS-20,,,,,,
23053503,DOS_CS-20,,,,,,
23053519,DOS_CS-20,,,,,,
23053523,DOS_CS-20,,,,,,
23053538,DOS_CS-20,,,,,,
23053567,DOS_CS-20,,,,,,
23053585,DOS_CS-20,,,,,,
23053646,DOS_CS-20,,,,,,
23053665,DOS_CS-20,,,,,,
24057072,DOS_CS-20,,,,,,
24057081,DOS_CS-20,,,,,,
2305026,DOS_CS-21,,,,,,
2305074,DOS_CS-21,,,,,,
2305190,DOS_CS-21,,,,,,
2305220,DOS_CS-21,,,,,,
2305249,DOS_CS-21,,,,,,
2305257,DOS_CS-21,,,,,,
2305426,DOS_CS-21,,,,,,
2305543,DOS_CS-21,,,,,,
2305599,DOS_CS-21,,,,,,
2305617,DOS_CS-21,,,,,,
2305659,DOS_CS-21,,,,,,
2305671,DOS_CS-21,,,,,,
2305740,DOS_CS-21,,,,,,
2305792,DOS_CS-21,,,,,,
2305804,DOS_CS-21,,,,,,
2305840,DOS_CS-21,,,,,,
2305857,DOS_CS-21,,,,,,
2305899,DOS_CS-21,,,,,,
23051013,DOS_CS-21,,,,,,
23051015,DOS_CS-21,,,,,,
23051044,DOS_CS-21,,,,,,
23051050,DOS_CS-21,,,,,,
23051160,DOS_CS-21,,,,,,
23051239,DOS_CS-21,,,,,,
23051437,DOS_CS-21,,,,,,
23051499,DOS_CS-21,,,,,,
23051587,DOS_CS-21,,,,,,
23051595,DOS_CS-21,,,,,,
23051598,DOS_CS-21,,,,,,
23051609,DOS_CS-21,,,,,,
23051616,DOS_CS-21,,,,,,
23051645,DOS_CS-21,,,,,,
23051687,DOS_CS-21,,,,,,
23051849,DOS_CS-21,,,,,,
23051928,DOS_CS-21,,,,,,
23051937,DOS_CS-21,,,,,,
23051938,DOS_CS-21,,,,,,
23051944,DOS_CS-21,,,,,,
23051985,DOS_CS-21,,,,,,
23052001,DOS_CS-21,,,,,,
23052140,DOS_CS-21,,,,,,
23052154,DOS_CS-21,,,,,,
23052174,DOS_CS-21,,,,,,
23052199,DOS_CS-21,,,,,,
23052213,DOS_CS-21,,,,,,
23052222,DOS_CS-21,,,,,,
23052385,DOS_CS-21,,,,,,
23052397,DOS_CS-21,,,,,,
23052496,DOS_CS-21,,,,,,
23052571,DOS_CS-21,,,,,,
23052606,DOS_CS-21,,,,,,
23052785,DOS_CS-21,,,,,,
23052786,DOS_CS-21,,,,,,
23052804,DOS_CS-21,,,,,,
23052833,DOS_CS-21,,,,,,
23052859,DOS_CS-21,,,,,,
23052931,DOS_CS-21,,,,,,
23052947,DOS_CS-21,,,,,,
23052971,DOS_CS-21,,,,,,
23053061,DOS_CS-21,,,,,,
23053069,DOS_CS-21,,,,,,
23053071,DOS_CS-21,,,,,,
23053146,DOS_CS-21,,,,,,
23053269,DOS_CS-21,,,,,,
23053287,DOS_CS-21,,,,,,
23053302,DOS_CS-21,,,,,,
23053317,DOS_CS-21,,,,,,
23053459,DOS_CS-21,,,,,,
23053479,DOS_CS-21,,,,,,
23053491,DOS_CS-21,,,,,,
23053544,DOS_CS-21,,,,,,
23053612,DOS_CS-21,,,,,,
23053696,DOS_CS-21,,,,,,
23053713,DOS_CS-21,,,,,,
23053785,DOS_CS-21,,,,,,
23053792,DOS_CS-21,,,,,,
23053896,DOS_CS-21,,,,,,
23053907,DOS_CS-21,,,,,,
2305072,DOS_CS-22,,,,,,
2305195,DOS_CS-22,,,,,,
2305196,DOS_CS-22,,,,,,
2305256,DOS_CS-22,,,,,,
2305368,DOS_CS-22,,,,,,
2305376,DOS_CS-22,,,,,,
2305417,DOS_CS-22,,,,,,
2305419,DOS_CS-22,,,,,,
2305481,DOS_CS-22,,,,,,
2305615,DOS_CS-22,,,,,,
2305640,DOS_CS-22,,,,,,
2305651,DOS_CS-22,,,,,,
